__time,/forward_effort_controller/commands/data.0,/forward_effort_controller/commands/data.1,/forward_effort_controller/commands/data.2,/forward_effort_controller/commands/layout/data_offset,/joint_states/header/stamp,/joint_states/joint1/effort,/joint_states/joint1/position,/joint_states/joint1/velocity,/joint_states/joint2/effort,/joint_states/joint2/position,/joint_states/joint2/velocity,/joint_states/joint3/effort,/joint_states/joint3/position,/joint_states/joint3/velocity,/reference_joint/commands/data.0,/reference_joint/commands/data.1,/reference_joint/commands/data.2,/reference_joint/commands/layout/data_offset
1670038910.124095,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.124136,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.133994,,,,,2217.144000,0.011452,2.999976,0.000217,-0.025971,1.000016,-0.000467,9.794384,0.890103,0.002745,,,,
1670038910.134129,,,,,2217.144000,0.011452,2.999976,0.000217,-0.025971,1.000016,-0.000467,9.794384,0.890103,0.002745,,,,
1670038910.134843,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.134905,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.143549,,,,,2217.154000,0.004707,2.999978,0.000318,-0.008933,1.000010,-0.000685,9.794539,0.890130,0.002672,,,,
1670038910.143592,,,,,2217.154000,0.004707,2.999978,0.000318,-0.008933,1.000010,-0.000685,9.794539,0.890130,0.002672,,,,
1670038910.143819,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.143837,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.153354,,,,,2217.164000,-0.005047,2.999980,0.000107,0.015548,1.000005,-0.000231,9.794686,0.890156,0.002600,,,,
1670038910.153413,,,,,2217.164000,-0.005047,2.999980,0.000107,0.015548,1.000005,-0.000231,9.794686,0.890156,0.002600,,,,
1670038910.153682,0.004567,-0.008548,9.793571,0.000000,,,,,,,,,,,,,,
1670038910.153706,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.153715,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.154396,-0.006191,0.018444,9.793744,0.000000,,,,,,,,,,,,,,
1670038910.163213,,,,,2217.174000,-0.008259,2.999980,-0.000201,0.023502,1.000007,0.000432,9.794825,0.890182,0.002531,,,,
1670038910.163299,,,,,2217.174000,-0.008259,2.999980,-0.000201,0.023502,1.000007,0.000432,9.794825,0.890182,0.002531,,,,
1670038910.163686,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.163733,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.174106,,,,,2217.184000,-0.002053,2.999977,-0.000304,0.007819,1.000012,0.000655,9.794960,0.890206,0.002463,,,,
1670038910.174270,,,,,2217.184000,-0.002053,2.999977,-0.000304,0.007819,1.000012,0.000655,9.794960,0.890206,0.002463,,,,
1670038910.174986,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.175043,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.183741,,,,,2217.194000,0.007224,2.999975,-0.000110,-0.015474,1.000017,0.000237,9.795094,0.890231,0.002396,,,,
1670038910.183798,,,,,2217.194000,0.007224,2.999975,-0.000110,-0.015474,1.000017,0.000237,9.795094,0.890231,0.002396,,,,
1670038910.184013,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.184035,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.193558,,,,,2217.204000,0.010480,2.999976,0.000183,-0.023551,1.000015,-0.000394,9.795229,0.890254,0.002332,,,,
1670038910.193621,,,,,2217.204000,0.010480,2.999976,0.000183,-0.023551,1.000015,-0.000394,9.795229,0.890254,0.002332,,,,
1670038910.193836,0.008304,-0.018181,9.794225,0.000000,,,,,,,,,,,,,,
1670038910.193854,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.193884,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.194657,0.011452,-0.025971,9.794384,0.000000,,,,,,,,,,,,,,
1670038910.203522,,,,,2217.214000,0.004776,2.999978,0.000288,-0.009136,1.000010,-0.000619,9.795361,0.890277,0.002270,,,,
1670038910.203563,,,,,2217.214000,0.004776,2.999978,0.000288,-0.009136,1.000010,-0.000619,9.795361,0.890277,0.002270,,,,
1670038910.203776,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.203795,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.213944,,,,,2217.224000,-0.004045,2.999980,0.000110,0.013010,1.000006,-0.000236,9.795486,0.890300,0.002209,,,,
1670038910.214005,,,,,2217.224000,-0.004045,2.999980,0.000110,0.013010,1.000006,-0.000236,9.795486,0.890300,0.002209,,,,
1670038910.214175,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.214187,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.223374,,,,,2217.234000,-0.007332,2.999980,-0.000169,0.021168,1.000007,0.000364,9.795604,0.890321,0.002150,,,,
1670038910.223387,,,,,2217.234000,-0.007332,2.999980,-0.000169,0.021168,1.000007,0.000364,9.795604,0.890321,0.002150,,,,
1670038910.223582,-0.005047,0.015548,9.794686,0.000000,,,,,,,,,,,,,,
1670038910.223587,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.223600,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.224793,-0.008259,0.023502,9.794825,0.000000,,,,,,,,,,,,,,
1670038910.233561,,,,,2217.244000,-0.002100,2.999977,-0.000274,0.007938,1.000012,0.000592,9.795718,0.890343,0.002092,,,,
1670038910.233582,,,,,2217.244000,-0.002100,2.999977,-0.000274,0.007938,1.000012,0.000592,9.795718,0.890343,0.002092,,,,
1670038910.233852,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.233862,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.243900,,,,,2217.254000,0.006279,2.999976,-0.000111,-0.013105,1.000016,0.000240,9.795832,0.890363,0.002036,,,,
1670038910.243943,,,,,2217.254000,0.006279,2.999976,-0.000111,-0.013105,1.000016,0.000240,9.795832,0.890363,0.002036,,,,
1670038910.244430,-0.002053,0.007819,9.794960,0.000000,,,,,,,,,,,,,,
1670038910.244448,0.007224,-0.015474,9.795094,0.000000,,,,,,,,,,,,,,
1670038910.244481,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.244658,0.010480,-0.023551,9.795229,0.000000,,,,,,,,,,,,,,
1670038910.244684,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.254056,,,,,2217.264000,0.009580,2.999976,0.000154,-0.021309,1.000015,-0.000330,9.795947,0.890383,0.001981,,,,
1670038910.254153,,,,,2217.264000,0.009580,2.999976,0.000154,-0.021309,1.000015,-0.000330,9.795947,0.890383,0.001981,,,,
1670038910.254283,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.254317,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.264506,,,,,2217.274000,0.004788,2.999978,0.000260,-0.009188,1.000011,-0.000558,9.796059,0.890403,0.001928,,,,
1670038910.264547,,,,,2217.274000,0.004788,2.999978,0.000260,-0.009188,1.000011,-0.000558,9.796059,0.890403,0.001928,,,,
1670038910.264780,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.264794,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.274586,,,,,2217.284000,-0.003169,2.999980,0.000110,0.010795,1.000007,-0.000236,9.796166,0.890422,0.001876,,,,
1670038910.274655,,,,,2217.284000,-0.003169,2.999980,0.000110,0.010795,1.000007,-0.000236,9.796166,0.890422,0.001876,,,,
1670038910.274734,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.274768,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.285679,,,,,2217.294000,-0.006474,2.999980,-0.000141,0.019010,1.000008,0.000305,9.796266,0.890440,0.001826,,,,
1670038910.285743,,,,,2217.294000,-0.006474,2.999980,-0.000141,0.019010,1.000008,0.000305,9.796266,0.890440,0.001826,,,,
1670038910.285797,-0.004045,0.013010,9.795486,0.000000,,,,,,,,,,,,,,
1670038910.285818,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.285831,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.295959,,,,,2217.304000,-0.002094,2.999978,-0.000247,0.007924,1.000012,0.000533,9.796363,0.890458,0.001777,,,,
1670038910.296041,,,,,2217.304000,-0.002094,2.999978,-0.000247,0.007924,1.000012,0.000533,9.796363,0.890458,0.001777,,,,
1670038910.296393,-0.007332,0.021168,9.795604,0.000000,,,,,,,,,,,,,,
1670038910.296777,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.296822,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.305598,,,,,2217.314000,0.005456,2.999976,-0.000110,-0.011040,1.000016,0.000238,9.796459,0.890476,0.001729,,,,
1670038910.305696,,,,,2217.314000,0.005456,2.999976,-0.000110,-0.011040,1.000016,0.000238,9.796459,0.890476,0.001729,,,,
1670038910.305811,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.305845,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.315275,,,,,2217.324000,0.008752,2.999976,0.000128,-0.019240,1.000015,-0.000275,9.796556,0.890493,0.001683,,,,
1670038910.315335,,,,,2217.324000,0.008752,2.999976,0.000128,-0.019240,1.000015,-0.000275,9.796556,0.890493,0.001683,,,,
1670038910.315590,0.006279,-0.013105,9.795832,0.000000,,,,,,,,,,,,,,
1670038910.315625,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.315638,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.316707,0.009580,-0.021309,9.795947,0.000000,,,,,,,,,,,,,,
1670038910.325494,,,,,2217.334000,0.004753,2.999978,0.000234,-0.009120,1.000011,-0.000502,9.796652,0.890509,0.001638,,,,
1670038910.325550,,,,,2217.334000,0.004753,2.999978,0.000234,-0.009120,1.000011,-0.000502,9.796652,0.890509,0.001638,,,,
1670038910.325653,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.325669,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.335797,,,,,2217.344000,-0.002407,2.999980,0.000109,0.008866,1.000008,-0.000234,9.796743,0.890526,0.001594,,,,
1670038910.335850,,,,,2217.344000,-0.002407,2.999980,0.000109,0.008866,1.000008,-0.000234,9.796743,0.890526,0.001594,,,,
1670038910.336249,0.004788,-0.009188,9.796059,0.000000,,,,,,,,,,,,,,
1670038910.336284,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.336292,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.345337,,,,,2217.354000,-0.005684,2.999979,-0.000117,0.017022,1.000008,0.000253,9.796828,0.890541,0.001551,,,,
1670038910.345385,,,,,2217.354000,-0.005684,2.999979,-0.000117,0.017022,1.000008,0.000253,9.796828,0.890541,0.001551,,,,
1670038910.345417,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.345430,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.356812,,,,,2217.364000,-0.002044,2.999978,-0.000222,0.007802,1.000012,0.000479,9.796910,0.890557,0.001510,,,,
1670038910.356885,,,,,2217.364000,-0.002044,2.999978,-0.000222,0.007802,1.000012,0.000479,9.796910,0.890557,0.001510,,,,
1670038910.356906,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.356926,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.366472,,,,,2217.374000,0.004742,2.999976,-0.000108,-0.009246,1.000015,0.000234,9.796992,0.890571,0.001469,,,,
1670038910.366587,,,,,2217.374000,0.004742,2.999976,-0.000108,-0.009246,1.000015,0.000234,9.796992,0.890571,0.001469,,,,
1670038910.366761,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.366788,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.376746,,,,,2217.384000,0.007990,2.999976,0.000106,-0.017336,1.000015,-0.000227,9.797074,0.890586,0.001430,,,,
1670038910.376859,,,,,2217.384000,0.007990,2.999976,0.000106,-0.017336,1.000015,-0.000227,9.797074,0.890586,0.001430,,,,
1670038910.377336,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.377389,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.386442,,,,,2217.394000,0.004681,2.999978,0.000210,-0.008955,1.000011,-0.000450,9.797156,0.890600,0.001391,,,,
1670038910.386531,,,,,2217.394000,0.004681,2.999978,0.000210,-0.008955,1.000011,-0.000450,9.797156,0.890600,0.001391,,,,
1670038910.386795,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.386820,,,,,,,,,,,,,,,3.000000,1.000000,1.000000,0.000000
1670038910.396130,,,,,2217.404000,-0.001746,2.999979,0.000107,0.007193,1.000008,-0.000229,9.797233,0.890614,0.001354,,,,
1670038910.396171,,,,,2217.404000,-0.001746,2.999979,0.000107,0.007193,1.000008,-0.000229,9.797233,0.890614,0.001354,,,,
1670038910.396213,0.004753,-0.009120,9.796652,0.000000,,,,,,,,,,,,,,
